"응답자특성별(1)","응답자특성별(2)","시점",성별(1),분석대상자수 (명),흡연율 (%),표준오차
"지역별","경기","2022",남학생,5954,6.1,0.5
"지역별","경기","2022",여학생,5697,3.1,0.3
"지역별","경기","2023",전체,11934,4.0,0.2
"지역별","경기","2023",남학생,6086,5.0,0.4
"지역별","경기","2023",여학생,5848,2.9,0.2
"지역별","강원","2014",전체,2669,8.1,1.5
"지역별","강원","2014",남학생,1463,14.2,1.5
"지역별","강원","2014",여학생,1206,1.4,0.6
"지역별","강원","2015",전체,2449,8.3,1.7
"지역별","강원","2015",남학생,1266,13.7,2.6
"지역별","강원","2015",여학생,1183,2.3,0.6
"지역별","강원","2016",전체,2224,7.4,1.7
"지역별","강원","2016",남학생,1227,11.6,2.5
"지역별","강원","2016",여학생,997,2.8,0.9
"지역별","강원","2017",전체,2219,7.8,1.6
"지역별","강원","2017",남학생,1219,11.8,2.0
"지역별","강원","2017",여학생,1000,3.5,0.9
"지역별","강원","2018",전체,2262,7.7,1.5
"지역별","강원","2018",남학생,1171,11.4,2.0
"지역별","강원","2018",여학생,1091,3.7,1.1
"지역별","강원","2019",전체,2056,6.3,1.0
"지역별","강원","2019",남학생,1108,9.9,1.2
"지역별","강원","2019",여학생,948,2.3,0.6
"지역별","강원","2020",전체,2054,5.7,1.0
"지역별","강원","2020",남학생,995,8.0,1.6
"지역별","강원","2020",여학생,1059,3.1,0.7
"지역별","강원","2021",전체,1998,6.1,0.8
"지역별","강원","2021",남학생,1029,9.3,1.1
"지역별","강원","2021",여학생,969,2.7,0.6
"지역별","강원","2022",전체,1935,5.8,1.3
"지역별","강원","2022",남학생,1010,9.6,1.9
"지역별","강원","2022",여학생,925,1.8,0.4
"지역별","강원","2023",전체,1895,5.0,0.8
"지역별","강원","2023",남학생,1006,6.9,0.8
"지역별","강원","2023",여학생,889,3.0,0.9
"지역별","충북","2014",전체,2736,10.8,1.5
"지역별","충북","2014",남학생,1298,17.1,1.8
"지역별","충북","2014",여학생,1438,4.0,1.0
"지역별","충북","2015",전체,2517,9.0,1.4
"지역별","충북","2015",남학생,1229,13.7,2.0
"지역별","충북","2015",여학생,1288,3.9,0.8
"지역별","충북","2016",전체,2453,6.9,0.9
"지역별","충북","2016",남학생,1196,10.7,1.3
"지역별","충북","2016",여학생,1257,2.9,0.5
"지역별","충북","2017",전체,2369,6.1,0.8
"지역별","충북","2017",남학생,1149,9.2,1.0
"지역별","충북","2017",여학생,1220,2.8,0.7
"지역별","충북","2018",전체,2367,8.1,1.2
"지역별","충북","2018",남학생,1207,10.1,1.6
"지역별","충북","2018",여학생,1160,5.9,1.3
"지역별","충북","2019",전체,2217,7.0,0.8
"지역별","충북","2019",남학생,1153,10.3,1.3
"지역별","충북","2019",여학생,1064,3.5,0.7
"지역별","충북","2020",전체,2104,5.9,1.1
"지역별","충북","2020",남학생,995,9.3,1.5
"지역별","충북","2020",여학생,1109,2.1,0.5
"지역별","충북","2021",전체,2113,7.3,1.0
"지역별","충북","2021",남학생,1059,10.2,1.4
"지역별","충북","2021",여학생,1054,4.3,0.7
"지역별","충북","2022",전체,1941,6.1,0.9
"지역별","충북","2022",남학생,957,9.0,1.3
"지역별","충북","2022",여학생,984,3.0,0.4
"지역별","충북","2023",전체,2001,5.1,0.8
"지역별","충북","2023",남학생,1010,6.1,1.3
"지역별","충북","2023",여학생,991,4.0,0.8
"지역별","충남","2014",전체,3216,10.4,1.4
"지역별","충남","2014",남학생,1648,16.3,1.5
"지역별","충남","2014",여학생,1568,3.9,1.2
"지역별","충남","2015",전체,3095,8.1,1.1
"지역별","충남","2015",남학생,1798,12.0,1.7
"지역별","충남","2015",여학생,1297,3.9,0.9
"지역별","충남","2016",전체,2990,6.6,0.9
"지역별","충남","2016",남학생,1653,9.2,1.8
"지역별","충남","2016",여학생,1337,3.7,0.8
"지역별","충남","2017",전체,2745,7.0,1.0
"지역별","충남","2017",남학생,1453,10.9,1.4
"지역별","충남","2017",여학생,1292,2.6,0.7
"지역별","충남","2018",전체,2619,5.6,0.9
"지역별","충남","2018",남학생,1370,7.6,1.2
"지역별","충남","2018",여학생,1249,3.3,1.1
"지역별","충남","2019",전체,2572,8.2,1.0
"지역별","충남","2019",남학생,1300,10.9,1.4
"지역별","충남","2019",여학생,1272,5.2,1.2
"지역별","충남","2020",전체,2335,4.5,0.5
"지역별","충남","2020",남학생,1212,6.7,0.9
"지역별","충남","2020",여학생,1123,2.1,0.5
"지역별","충남","2021",전체,2381,4.2,0.5
"지역별","충남","2021",남학생,1179,5.2,0.7
"지역별","충남","2021",여학생,1202,3.2,0.6
"지역별","충남","2022",전체,2234,4.2,0.7
"지역별","충남","2022",남학생,1205,5.5,1.1
"지역별","충남","2022",여학생,1029,2.8,0.6
"지역별","충남","2023",전체,2360,4.4,0.6
"지역별","충남","2023",남학생,1220,5.8,0.9
"지역별","충남","2023",여학생,1140,2.9,0.7
"지역별","전북","2014",전체,3012,9.9,1.4
"지역별","전북","2014",남학생,1550,14.3,1.8
"지역별","전북","2014",여학생,1462,5.2,0.9
"지역별","전북","2015",전체,2931,8.7,1.1
"지역별","전북","2015",남학생,1584,12.5,1.1
"지역별","전북","2015",여학생,1347,4.5,1.3
"지역별","전북","2016",전체,3060,7.0,1.0
"지역별","전북","2016",남학생,1746,10.3,1.4
"지역별","전북","2016",여학생,1314,3.4,0.8
"지역별","전북","2017",전체,2611,7.8,1.3
"지역별","전북","2017",남학생,1458,11.9,1.8
"지역별","전북","2017",여학생,1153,3.3,0.7
"지역별","전북","2018",전체,2485,6.7,0.9
"지역별","전북","2018",남학생,1310,8.4,1.4
"지역별","전북","2018",여학생,1175,4.8,1.2
"지역별","전북","2019",전체,2450,6.7,1.0
"지역별","전북","2019",남학생,1220,8.7,1.2
"지역별","전북","2019",여학생,1230,4.5,1.3
"지역별","전북","2020",전체,2351,6.6,1.3
"지역별","전북","2020",남학생,1229,10.2,2.0
"지역별","전북","2020",여학생,1122,2.7,0.6
"지역별","전북","2021",전체,2445,5.6,1.0
"지역별","전북","2021",남학생,1338,7.2,1.3
"지역별","전북","2021",여학생,1107,3.9,1.0
"지역별","전북","2022",전체,2249,6.3,0.7
"지역별","전북","2022",남학생,1221,8.4,0.8
"지역별","전북","2022",여학생,1028,4.1,0.6
"지역별","전북","2023",전체,2235,5.5,0.6
"지역별","전북","2023",남학생,1103,7.7,1.0
"지역별","전북","2023",여학생,1132,3.2,0.5
"지역별","전남","2014",전체,3111,11.0,0.9
"지역별","전남","2014",남학생,1608,17.9,1.4
"지역별","전남","2014",여학생,1503,3.5,0.4
"지역별","전남","2015",전체,2925,6.9,1.1
"지역별","전남","2015",남학생,1542,12.2,1.5
"지역별","전남","2015",여학생,1383,1.0,0.3
"지역별","전남","2016",전체,2820,7.1,1.4
"지역별","전남","2016",남학생,1427,11.3,2.1
"지역별","전남","2016",여학생,1393,2.6,0.8
"지역별","전남","2017",전체,2583,8.0,1.3
"지역별","전남","2017",남학생,1220,12.1,2.0
"지역별","전남","2017",여학생,1363,3.5,1.1
"지역별","전남","2018",전체,2455,7.2,1.0
"지역별","전남","2018",남학생,1177,10.9,1.7
"지역별","전남","2018",여학생,1278,3.1,0.4
"지역별","전남","2019",전체,2549,5.7,0.9
"지역별","전남","2019",남학생,1359,8.7,1.2
"지역별","전남","2019",여학생,1190,2.4,0.6
"지역별","전남","2020",전체,2278,5.0,0.7
"지역별","전남","2020",남학생,1034,6.7,1.1
"지역별","전남","2020",여학생,1244,3.1,0.8
"지역별","전남","2021",전체,2197,6.0,1.0
"지역별","전남","2021",남학생,1097,7.5,1.4
"지역별","전남","2021",여학생,1100,4.4,0.8
"지역별","전남","2022",전체,2158,6.3,0.9
"지역별","전남","2022",남학생,1082,8.1,1.2
"지역별","전남","2022",여학생,1076,4.5,0.9
"지역별","전남","2023",전체,2223,5.7,0.8
"지역별","전남","2023",남학생,1025,7.8,1.3
"지역별","전남","2023",여학생,1198,3.5,0.6
"지역별","경북","2014",전체,3765,11.3,1.6
"지역별","경북","2014",남학생,1994,16.8,2.3
"지역별","경북","2014",여학생,1771,5.0,1.2
"지역별","경북","2015",전체,3557,7.5,1.5
"지역별","경북","2015",남학생,1871,12.8,2.3
"지역별","경북","2015",여학생,1686,1.5,0.4
"지역별","경북","2016",전체,3335,7.1,1.1
"지역별","경북","2016",남학생,1689,11.7,1.6
"지역별","경북","2016",여학생,1646,1.8,0.6
"지역별","경북","2017",전체,3112,7.6,0.9
"지역별","경북","2017",남학생,1672,10.9,1.2
"지역별","경북","2017",여학생,1440,3.8,1.1
"지역별","경북","2018",전체,3064,8.0,1.3
"지역별","경북","2018",남학생,1537,11.9,1.8
"지역별","경북","2018",여학생,1527,3.6,0.7
"지역별","경북","2019",전체,3006,6.2,0.7
"지역별","경북","2019",남학생,1480,9.1,0.9
"지역별","경북","2019",여학생,1526,3.0,0.6
"지역별","경북","2020",전체,2905,5.9,0.9
"지역별","경북","2020",남학생,1509,8.1,1.6
"지역별","경북","2020",여학생,1396,3.4,0.6
"지역별","경북","2021",전체,2889,4.0,0.7
"지역별","경북","2021",남학생,1451,5.6,1.0
"지역별","경북","2021",여학생,1438,2.2,0.5
"지역별","경북","2022",전체,2740,5.4,1.0
"지역별","경북","2022",남학생,1333,7.9,1.6
"지역별","경북","2022",여학생,1407,2.6,0.8
"지역별","경북","2023",전체,2704,5.0,0.7
"지역별","경북","2023",남학생,1410,6.8,0.9
"지역별","경북","2023",여학생,1294,3.0,0.6
"지역별","경남","2014",전체,4737,9.4,1.2
"지역별","경남","2014",남학생,2414,15.4,1.7
"지역별","경남","2014",여학생,2323,2.7,0.5
"지역별","경남","2015",전체,4581,7.0,1.2
"지역별","경남","2015",남학생,2451,11.1,1.5
"지역별","경남","2015",여학생,2130,2.4,0.6
"지역별","경남","2016",전체,4132,7.2,1.0
"지역별","경남","2016",남학생,2167,11.9,1.3
"지역별","경남","2016",여학생,1965,2.1,0.5
"지역별","경남","2017",전체,4067,5.5,0.8
"지역별","경남","2017",남학생,2212,8.6,1.1
"지역별","경남","2017",여학생,1855,2.0,0.5
"지역별","경남","2018",전체,3884,6.9,0.8
"지역별","경남","2018",남학생,1982,10.1,1.4
"지역별","경남","2018",여학생,1902,3.3,0.5
"지역별","경남","2019",전체,3475,6.7,1.1
"지역별","경남","2019",남학생,1865,10.9,1.7
"지역별","경남","2019",여학생,1610,2.0,0.4
"지역별","경남","2020",전체,3668,4.8,0.7
"지역별","경남","2020",남학생,1837,6.9,1.1
"지역별","경남","2020",여학생,1831,2.6,0.6
"지역별","경남","2021",전체,3642,4.6,0.5
"지역별","경남","2021",남학생,2051,5.9,0.7
"지역별","경남","2021",여학생,1591,3.3,0.6
"지역별","경남","2022",전체,3420,4.8,0.6
"지역별","경남","2022",남학생,1680,7.1,1.0
"지역별","경남","2022",여학생,1740,2.2,0.4
"지역별","경남","2023",전체,3495,3.6,0.5
"지역별","경남","2023",남학생,1740,5.4,0.8
"지역별","경남","2023",여학생,1755,1.8,0.3
"지역별","제주","2014",전체,1664,8.6,1.5
"지역별","제주","2014",남학생,1015,10.9,1.8
"지역별","제주","2014",여학생,649,6.1,1.7
"지역별","제주","2015",전체,1597,8.6,1.5
"지역별","제주","2015",남학생,864,14.2,1.9
"지역별","제주","2015",여학생,733,2.5,0.9
"지역별","제주","2016",전체,1478,5.7,1.3
"지역별","제주","2016",남학생,816,9.9,1.4
"지역별","제주","2016",여학생,662,1.0,0.4
"지역별","제주","2017",전체,1476,5.0,1.0
"지역별","제주","2017",남학생,746,7.5,1.3
"지역별","제주","2017",여학생,730,2.4,0.9
"지역별","제주","2018",전체,1452,6.0,1.3
"지역별","제주","2018",남학생,896,8.4,1.7
"지역별","제주","2018",여학생,556,3.4,0.7
"지역별","제주","2019",전체,1283,5.9,0.9
"지역별","제주","2019",남학생,697,7.8,1.4
"지역별","제주","2019",여학생,586,3.8,1.0
"지역별","제주","2020",전체,1396,4.7,0.7
"지역별","제주","2020",남학생,692,6.3,1.3
"지역별","제주","2020",여학생,704,2.9,0.6
"지역별","제주","2021",전체,1375,4.3,0.8
"지역별","제주","2021",남학생,828,5.3,1.1
"지역별","제주","2021",여학생,547,3.1,0.7
"지역별","제주","2022",전체,1310,4.1,1.1
"지역별","제주","2022",남학생,672,5.9,1.6
"지역별","제주","2022",여학생,638,2.3,0.5
"지역별","제주","2023",전체,1258,5.9,0.8
"지역별","제주","2023",남학생,795,7.0,1.1
"지역별","제주","2023",여학생,463,4.7,1.1
